ID	TYPE	NAME	SYNONYMS
ensembl:ENSMUSG00000001143	SO:0000704	Lman2l (Mmus)	VIP36-like protein|A630028F14Rik|VIP36-like|VIPL|LMAN2-like protein
ensembl:ENSMUSG00000037408	SO:0000704	Cnnm4 (Mmus)	metal transporter CNNM4|Acdp4|5430430O18Rik|mACDP4|ancient conserved domain protein 4|ancient conserved domain-containing protein 4
ensembl:ENSMUSG00000001138	SO:0000704	Cnnm3 (Mmus)	mACDP3|metal transporter CNNM3|Clp3|Acdp3|ancient conserved domain-containing protein 3
ensembl:ENSMUSG00000102845	SO:0000704	Gm38033 (Mmus)	
ensembl:ENSMUSG00000067653	SO:0000704	Ankrd23 (Mmus)	Darp|1110058D09Rik|2310041C05Rik|Gm42417|ankyrin repeat domain-containing protein 23|diabetes-realted ankyrin repeat protein|AI853437|diabetes-related ankyrin repeat protein|MARP3
ensembl:ENSMUSG00000109510	SO:0000704	Gm42417 (Mmus)	
ensembl:ENSMUSG00000079610	SO:0000704	Ankrd39 (Mmus)	9130416N05Rik|ankyrin repeat domain-containing protein 39|C030004B10Rik
ensembl:ENSMUSG00000026121	SO:0000704	Sema4c (Mmus)	M-Sema F|AI426163|Semacl1|semaphorin I|Semai|sema I|semaphorin-4C|semaphorin-C-like 1|Semaf
ensembl:ENSMUSG00000046337	SO:0000704	Fam178b (Mmus)	Gm990|1700024G10Rik|protein FAM178B
ensembl:ENSMUSG00000061518	SO:0000704	Cox5b (Mmus)	cytochrome c oxidase subunit 5B, mitochondrial|cytochrome c oxidase polypeptide Vb|cytochrome c oxidase subunit Vb
ensembl:ENSMUSG00000037351	SO:0000704	Actr1b (Mmus)	Arp1b|ARP1 actin-related protein 1 homolog B, centractin beta|actin-related protein 1B|AI851923|beta-centractin|2310066K23Rik|AA960180
ensembl:ENSMUSG00000102416	SO:0000704	4933424G06Rik (Mmus)	1700104I15Rik|uncharacterized protein C2orf92 homolog
ensembl:ENSMUSG00000104237	SO:0000704	Gm33533 (Mmus)	
ensembl:ENSMUSG00000026117	SO:0000704	Zap70 (Mmus)	70 kDa zeta-chain associated protein|Srk|syk-related tyrosine kinase|mrtle|ZAP-70|tyrosine-protein kinase ZAP-70|mur
ensembl:ENSMUSG00000026116	SO:0000704	Tmem131 (Mmus)	RW1|transmembrane protein 131|Neg|CC28|YR-23|D1Bwg0491e|2610524E03Rik|mKIAA0257
ensembl:ENSMUSG00000050122	SO:0000704	Vwa3b (Mmus)	Gm555|4921511C04Rik|von Willebrand factor A domain-containing protein 3B|A230074B11Rik
ensembl:ENSMUSG00000103603	SO:0000704	Gm37020 (Mmus)	
ensembl:ENSMUSG00000026114	SO:0000704	Cnga3 (Mmus)	CNG-3|cone photoreceptor cGMP-gated channel subunit alpha|CNG channel alpha-3|cyclic nucleotide-gated channel subunit alpha 3|CNG3|cyclic nucleotide-gated cation channel alpha-3
ensembl:ENSMUSG00000026113	SO:0000704	Inpp4a (Mmus)	inositol polyphosphate-4-phosphatase type I A|9630012D15|R74740|type I inositol 3,4-bisphosphate 4-phosphatase|4-Ptase-1|inositol polyphosphate 4-phosphatase-1|107kDa|D130048C09Rik
ensembl:ENSMUSG00000086064	SO:0000704	4930439A04Rik (Mmus)	
ensembl:ENSMUSG00000026112	SO:0000704	Coa5 (Mmus)	6330578E17Rik|1700001A24Rik|cytochrome c oxidase assembly factor 5|Pet191
ensembl:ENSMUSG00000026111	SO:0000704	Unc50 (Mmus)	URP|GMH1|periodontal ligament-specific protein 22|PDLs22|UNCL|1110002A21Rik|protein unc-50 homolog
ensembl:ENSMUSG00000026110	SO:0000704	Mgat4a (Mmus)	N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVa|glcNAc-T-IVa|GnT-IVa|9530018I07Rik|alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A|UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVa|N-acetylglucosaminyltransferase IVa
ensembl:ENSMUSG00000026090	SO:0000704	2010300C02Rik (Mmus)	CRACD-like protein|2010300C02Rik
ensembl:ENSMUSG00000089767	SO:0000704	4930556I23Rik (Mmus)	
ensembl:ENSMUSG00000060771	SO:0000704	Tsga10 (Mmus)	4933432N21Rik|Gm217|AI843383|testis-specific gene 10 protein|Mtsga10
ensembl:ENSMUSG00000097268	SO:0000704	Gm26805 (Mmus)	
ensembl:ENSMUSG00000037216	SO:0000704	Lipt1 (Mmus)	lipoate biosynthesis protein|lipoyltransferase 1, mitochondrial|lipoyl ligase|EG623661|lipoate-protein ligase
ensembl:ENSMUSG00000026088	SO:0000704	Mitd1 (Mmus)	MIT domain-containing protein 1|1500032H18Rik
ensembl:ENSMUSG00000026087	SO:0000704	Mrpl30 (Mmus)	L30mt|2310001L22Rik|39S ribosomal protein L30, mitochondrial|Rpml28|MRP-L28|MRP-L30
ensembl:ENSMUSG00000061584	SO:0000704	Lyg2 (Mmus)	lysozyme g-like protein 2|Gm776
ensembl:ENSMUSG00000087374	SO:0000704	Gm15457 (Mmus)	
ensembl:ENSMUSG00000026085	SO:0000704	Lyg1 (Mmus)	lysozyme g-like protein 1|2300002O18Rik
ensembl:ENSMUSG00000058407	SO:0000704	Txndc9 (Mmus)	AI098020|ATP binding protein associated with cell differentiation|thioredoxin domain-containing protein 9|APACD
ensembl:ENSMUSG00000026083	SO:0000704	Eif5b (Mmus)	translation initiation factor IF-2|IF2|eukaryotic translation initiation factor 5B|A030003E17Rik|eIF-5B|BC018347
ensembl:ENSMUSG00000026082	SO:0000704	Rev1 (Mmus)	AU022044|REV1 homolog|1110027I23Rik|Rev1l|DNA repair protein REV1|rev1-like terminal deoxycytidyl transferase
ensembl:ENSMUSG00000102716	SO:0000704	Gm5099 (Mmus)	EG329123
ensembl:ENSMUSG00000037138	SO:0000704	Aff3 (Mmus)	LAF-4|lymphoid nuclear protein related to AF4|protein LAF-4|lymphoid nuclear protein 4|A730046J16|AF4/FMR2 family member 3|Laf4|3222402O04Rik
ensembl:ENSMUSG00000085391	SO:0000704	Gm16150 (Mmus)	
ensembl:ENSMUSG00000085280	SO:0000704	Gm16151 (Mmus)	
ensembl:ENSMUSG00000087131	SO:0000704	Gm16152 (Mmus)	
ensembl:ENSMUSG00000048814	SO:0000704	Lonrf2 (Mmus)	LON peptidase N-terminal domain and RING finger protein 2|2900060P06Rik|AI851349
ensembl:ENSMUSG00000026080	SO:0000704	Chst10 (Mmus)	HNK1ST|ST|AI507003|AU041319|carbohydrate sulfotransferase 10|Hnk-1st|HNK-1 sulfotransferase
ensembl:ENSMUSG00000103647	SO:0000704	Gm37707 (Mmus)	
ensembl:ENSMUSG00000067604	SO:0000704	Nms (Mmus)	neuromedin-S|AB164466|neuromedin S precursor-related peptide/neuromedin S preproprotein
ensembl:ENSMUSG00000026078	SO:0000704	Pdcl3 (Mmus)	Viaf1|C80025|VIAF-1|1110061A19Rik|viral IAP-associated factor 1|phosducin-like protein 3|IAP-associated factor VIAF1
ensembl:ENSMUSG00000104188	SO:0000704	Gm37821 (Mmus)	
ensembl:ENSMUSG00000026077	SO:0000704	Npas2 (Mmus)	MOP4|neuronal PAS2|neuronal PAS domain-containing protein 2|bHLHe9
ensembl:ENSMUSG00000073702	SO:0000704	Rpl31 (Mmus)	60S ribosomal protein L31|Dts
ensembl:ENSMUSG00000003134	SO:0000704	Tbc1d8 (Mmus)	TBC1 domain family member 8|HBLP1|VRP|vascular Rab-GAP/TBC-containing protein|GRAM domain|AD3|BUB2-like protein 1
ensembl:ENSMUSG00000003135	SO:0000704	Cnot11 (Mmus)	UPF0760 protein C2orf29 homolog|2410015L18Rik|D1Bwg0212e|CCR4-NOT transcription complex subunit 11|C40
ensembl:ENSMUSG00000048234	SO:0000704	Rnf149 (Mmus)	Greul4|goliath-related E3 ubiquitin-protein ligase 4|E3 ubiquitin-protein ligase RNF149|1600023E10Rik|RING-type E3 ubiquitin transferase RNF149|AV037261|Gm15832|C76763
ensembl:ENSMUSG00000050967	SO:0000704	Creg2 (Mmus)	protein CREG2|A830098L22Rik
ensembl:ENSMUSG00000097083	SO:0000704	D930019O06Rik (Mmus)	
ensembl:ENSMUSG00000057173	SO:0000704	Rfx8 (Mmus)	4933400N17Rik|DNA-binding protein RFX8
ensembl:ENSMUSG00000091937	SO:0000704	Gm3646 (Mmus)	uncharacterized protein LOC100042065
ensembl:ENSMUSG00000101634	SO:0000704	1700066B17Rik (Mmus)	
ensembl:ENSMUSG00000026074	SO:0000704	Map4k4 (Mmus)	9430080K19Rik|mitogen-activated protein kinase kinase kinase kinase 4|nck-interacting kinase|AW046177|MEKKK 4|NCK interacting kinase|HGK|MAPK/ERK kinase kinase kinase 4|HPK/GCK-like kinase HGK|AU045934|MEK kinase kinase 4|Nik|AU043147
ensembl:ENSMUSG00000026073	SO:0000704	Il1r2 (Mmus)	IL-1 receptor beta chain|Il1r-2|IL-1 type II receptor|CD121 antigen-like family member B|CD121b|interleukin-1 receptor beta|IL-1RT2|IL-1RT-2|IL-1R-2|interleukin-1 receptor type 2|IL-1R-beta
ensembl:ENSMUSG00000097899	SO:0000704	Gm16894 (Mmus)	
ensembl:ENSMUSG00000026072	SO:0000704	Il1r1 (Mmus)	interleukin-1 receptor alpha|IL-1R1|CD121 antigen-like family member A|CD121b|IL-1 receptor alpha chain|IL-1RT-1|IL-1R-1|IL-iR|IL-1RT1|interleukin-1 receptor type 1|Il1r-1|p80|IL-1R-alpha|CD121a
ensembl:ENSMUSG00000070942	SO:0000704	Il1rl2 (Mmus)	interleukin-1 receptor-like 2|interleukin-1 receptor related protein 2|AW551444|AI481289|IL-1Rrp2|IL-36 receptor|IL1R-rp2
ensembl:ENSMUSG00000026069	SO:0000704	Il1rl1 (Mmus)	Ly84|T1|DER4|St2-rs1|interleukin-33 receptor alpha chain|St2|interleukin-1 receptor-like 1|T1/ST2|lymphocyte antigen 84|Fit-1|ST2L
ensembl:ENSMUSG00000026070	SO:0000704	Il18r1 (Mmus)	IL-18R1|interleukin 1 receptor related protein|interleukin-18 receptor 1|IL-18R-alpha|IL-18Ralpha|IL-1Rrp|Il18ralpha|CD218 antigen-like family member A|IL1R-rp|interleukin-18 receptor alpha|Il1rrp|IL1 receptor-related protein|IL-18R-1
ensembl:ENSMUSG00000026068	SO:0000704	Il18rap (Mmus)	accessory protein-like|IL-18R-beta|IL-18RAcP|interleukin-18 receptor beta|CD218 antigen-like family member B|IL-18Rbeta|IL-18 receptor accessory protein|AcPL accessory protein-like)|AcPL|interleukin-18 receptor accessory protein|IL-1RAcPL
ensembl:ENSMUSG00000104441	SO:0000704	Gm35801 (Mmus)	
ensembl:ENSMUSG00000026065	SO:0000704	Slc9a4 (Mmus)	AW990558|Na(+)/H(+) exchanger 4|D730009J23Rik|NHE-4|sodium/hydrogen exchanger 4|NHE4|solute carrier family 9 member 4
ensembl:ENSMUSG00000026062	SO:0000704	Slc9a2 (Mmus)	AV333884|4932415O19Rik|2210416H12Rik|NHE2|sodium/hydrogen exchanger 2
ensembl:ENSMUSG00000103679	SO:0000704	Gm37623 (Mmus)	
ensembl:ENSMUSG00000103270	SO:0000704	Gm37915 (Mmus)	
ensembl:ENSMUSG00000041945	SO:0000704	Mfsd9 (Mmus)	major facilitator superfamily domain-containing protein 9|4931419K03Rik
ensembl:ENSMUSG00000079588	SO:0000704	Tmem182 (Mmus)	transmembrane protein 182|2310079P10Rik|AI414494
ensembl:ENSMUSG00000104072	SO:0000704	4930448I06Rik (Mmus)	
ensembl:ENSMUSG00000100185	SO:0000704	Gm28634 (Mmus)	
ensembl:ENSMUSG00000100832	SO:0000704	Gm29260 (Mmus)	
ensembl:ENSMUSG00000053640	SO:0000704	Gm9915 (Mmus)	
ensembl:ENSMUSG00000101919	SO:0000704	Gm29664 (Mmus)	
ensembl:ENSMUSG00000101299	SO:0000704	Gm28175 (Mmus)	
ensembl:ENSMUSG00000100180	SO:0000704	Gm28140 (Mmus)	
ensembl:ENSMUSG00000060424	SO:0000704	Pantr1 (Mmus)	2610017I09Rik|Pou3f3os|POU domain, class 3, transcription factor 3, opposite strand|linc-Brn1a
ensembl:ENSMUSG00000045515	SO:0000704	Pou3f3 (Mmus)	Skin1|urehr2|brain-specific homeobox/POU domain protein 1|HST011|Brn-1|OTF-8|brain-1|Brn1|Otf8|POU domain, class 3, transcription factor 3|octamer-binding transcription factor 8|octamer-binding protein 8|oct-8
ensembl:ENSMUSG00000099784	SO:0000704	Dalir (Mmus)	DNMT1-associated long intergenic|Gm28525|Dali
ensembl:ENSMUSG00000060679	SO:0000704	Mrps9 (Mmus)	S9mt|2310002A08Rik|muscle protein 637|Mrp-S9|AW322516|mg637|28S ribosomal protein S9, mitochondrial
ensembl:ENSMUSG00000041907	SO:0000704	Gpr45 (Mmus)	probable G-protein coupled receptor 45|PSP24alpha|PSP24-alpha|PSP24-1|9230112G11Rik|AW046772
ensembl:ENSMUSG00000070939	SO:0000704	Tgfbrap1 (Mmus)	AW742551|3110018K12Rik|TRAP-1|AU042859|TGF beta receptor associated protein 1|transforming growth factor-beta receptor-associated protein 1|Trap1|tansforming growth factor, beta receptor associated protein 1|AU024090
ensembl:ENSMUSG00000100269	SO:0000704	Gm28782 (Mmus)	
ensembl:ENSMUSG00000041878	SO:0000704	8430432A02Rik (Mmus)	
ensembl:ENSMUSG00000010290	SO:0000704	AI597479 (Mmus)	ashwin
ensembl:ENSMUSG00000008136	SO:0000704	Fhl2 (Mmus)	SLIM-3|four and a half LIM domains protein 2|FHL-2|skeletal muscle LIM-protein 3|SLIM3
ensembl:ENSMUSG00000099576	SO:0000704	Gm29040 (Mmus)	
ensembl:ENSMUSG00000066877	SO:0000704	Nck2 (Mmus)	NCKbeta|growth factor receptor-bound protein 4|cytoplasmic protein NCK2|Nck-2|NCK adaptor protein 2|4833426I10Rik|Grb4|SH2/SH3 adaptor protein NCK-beta
ensembl:ENSMUSG00000026051	SO:0000704	1500015O10Rik (Mmus)	augurin|esophageal cancer-related gene 4 protein homolog|1500015O10Rik|esophageal cancer related gene 4 protein
ensembl:ENSMUSG00000100764	SO:0000704	Gm29155 (Mmus)	
ensembl:ENSMUSG00000100635	SO:0000704	Gm29157 (Mmus)	
ensembl:ENSMUSG00000100480	SO:0000704	Gm29156 (Mmus)	
ensembl:ENSMUSG00000057363	SO:0000704	Uxs1 (Mmus)	UDP-glucuronic acid decarboxylase 1|AI451869|1600025I13Rik|AI649125|UGD|UXS-1|AW550562
ensembl:ENSMUSG00000041763	SO:0000704	Tpp2 (Mmus)	tripeptidyl aminopeptidase|TppII|TPP-2|TPP-II|tripeptidyl-peptidase 2
ensembl:ENSMUSG00000047343	SO:0000704	Mettl21c (Mmus)	methyltransferase-like protein 21C|A530098C11Rik|protein-lysine methyltransferase METTL21C
ensembl:ENSMUSG00000091844	SO:0000704	Gm8251 (Mmus)	coiled-coil domain containing 168|EG666713|coiled-coil domain-containing protein 168|Ccdc168
ensembl:ENSMUSG00000026049	SO:0000704	Tex30 (Mmus)	testis-expressed protein 30|1700029F09Rik|3110030D08Rik|testis-expressed sequence 30 protein
ensembl:ENSMUSG00000026047	SO:0000704	Kdelc1 (Mmus)	protein O-glucosyltransferase 2|protein O-xylosyltransferase POGLUT2|Kdel1|Kdelc1|1810049A15Rik|ER protein 58|ERp58|KDEL (Lys-Asp-Glu-Leu) containing 1|KDEL motif-containing protein 1|KDEL containing protein 1|EP58|endoplasmic reticulum resident protein 58|5730416C13Rik|endoplasmic reticulum-resident KDEL protein
ensembl:ENSMUSG00000041684	SO:0000704	Bivm (Mmus)	basic immunoglobulin-like variable motif-containing protein|AI854267
ensembl:ENSMUSG00000026048	SO:0000704	Ercc5 (Mmus)	DNA repair protein complementing XP-G cells homolog|xeroderma pigmentosum, complementation group G|DNA excision repair protein ERCC-5|xeroderma pigmentosum group G-complementing protein homolog|Xpg
ensembl:ENSMUSG00000046828	SO:0000704	Mettl21e (Mmus)	4832428D23Rik|methyltransferase-like protein 21C pseudogene 1 homolog|methyltransferase-like protein LOC121952 homolog|protein-lysine methyltransferase METTL21E|methyltransferase-like protein 21E pseudogene homolog|Gm991
ensembl:ENSMUSG00000056870	SO:0000704	Gulp1 (Mmus)	PTB domain-containing engulfment adapter protein 1|CED 6|Ced6|CED-6|Gulp-2|cell death protein 6 homolog|GULP|3110030A04Rik|5730529O06Rik|PTB domain adapter protein CED-6
ensembl:ENSMUSG00000101701	SO:0000704	4930521E06Rik (Mmus)	
ensembl:ENSMUSG00000026043	SO:0000704	Col3a1 (Mmus)	Tsk2|collagen alpha-1(III) chain|Tsk-2|Col3a-1|AW550625|procollagen, type III, alpha 1
ensembl:ENSMUSG00000026042	SO:0000704	Col5a2 (Mmus)	1110014L14Rik|collagen alpha-2(V) chain|procollagen, type V, alpha 2
ensembl:ENSMUSG00000025995	SO:0000704	Wdr75 (Mmus)	U3 small nucleolar RNA-associated protein 17 homolog|2410118I19Rik|WD repeat-containing protein 75|1300003A18Rik|C77608
ensembl:ENSMUSG00000098549	SO:0000704	Gm5269 (Mmus)	
ensembl:ENSMUSG00000025993	SO:0000704	Slc40a1 (Mmus)	MTP1|Pcm|metal transporting protein 1|Fpn1|Dusg|Slc39a1|solute carrier family 39 (iron-regulated transporter), member 1|solute carrier family 40 member 1|solute carrier family 11 (proton-coupled divalent metal ion transporters), member 3|ferroportin1|Ol5|SLC11A3 iron transporter|polycythaemia|MTP|iron-regulated transporter 1|Slc11a3|IREG1|ferroportin 1|duodenal-specific|metal transporter protein 1
ensembl:ENSMUSG00000041144	SO:0000704	Dnah7b (Mmus)	dynein, axonemal, heavy chain 7B|Gm107|Dnahc7b
ensembl:ENSMUSG00000101337	SO:0000704	Dnah7c (Mmus)	Dnahc7c|dynein, axonemal, heavy chain 7C
ensembl:ENSMUSG00000025986	SO:0000704	Slc39a10 (Mmus)	solute carrier family 39 member 10|zinc transporter ZIP10|zrt- and Irt-like protein 10|5430433I10|ZIP-10|mKIAA1265|2900042E17Rik|Zip10
ensembl:ENSMUSG00000100213	SO:0000704	Gm28151 (Mmus)	
ensembl:ENSMUSG00000101447	SO:0000704	Gm28826 (Mmus)	
ensembl:ENSMUSG00000051616	SO:0000704	C230029F24Rik (Mmus)	
ensembl:ENSMUSG00000099608	SO:0000704	4933411E06Rik (Mmus)	
ensembl:ENSMUSG00000100451	SO:0000704	Gm29665 (Mmus)	
ensembl:ENSMUSG00000100816	SO:0000704	Gm28321 (Mmus)	
ensembl:ENSMUSG00000026109	SO:0000704	Tmeff2 (Mmus)	TR-2|7630402F16Rik|tomoregulin-2|4832418D20Rik
ensembl:ENSMUSG00000100671	SO:0000704	Gm28322 (Mmus)	
ensembl:ENSMUSG00000101242	SO:0000704	Gm28319 (Mmus)	
ensembl:ENSMUSG00000099625	SO:0000704	Gm29325 (Mmus)	
ensembl:ENSMUSG00000101799	SO:0000704	9330175M20Rik (Mmus)	
ensembl:ENSMUSG00000045954	SO:0000704	Cavin2 (Mmus)	cavin-2|phosphatidylserine-binding protein|serum deprivation response|serum deprivation-response protein|caveolae-associated protein 2|Sdpr
ensembl:ENSMUSG00000101702	SO:0000704	1700072G22Rik (Mmus)	
ensembl:ENSMUSG00000026107	SO:0000704	Nabp1 (Mmus)	Ssb2|5830411E10Rik|sensor of ssDNA subunit B2|AI852561|4933440J18Rik|Nbp1|oligonucleotide/oligosaccharide-binding fold containing 2A|4930434H03Rik|4930442A21Rik|4930488J04Rik|oligonucleotide/oligosaccharide-binding fold-containing protein 2A|Obfc2a|single-stranded DNA-binding protein 2|SOSS-B2|sensor of single-strand DNA complex subunit B2|SOSS complex subunit B2
ensembl:ENSMUSG00000099413	SO:0000704	Gm17767 (Mmus)	
ensembl:ENSMUSG00000101741	SO:0000704	Gm28055 (Mmus)	
ensembl:ENSMUSG00000018417	SO:0000704	Myo1b (Mmus)	MMIa|unconventional myosin-Ib|molecular motor|MMI-alpha|Myosin IA (Myosin I alpha) (MMI-alpha) (MMIa) (MIH-L)|AA406997|myosin I alpha|MIH-L|myosin-Ib
ensembl:ENSMUSG00000062939	SO:0000704	Stat4 (Mmus)	signal transducer and activator of transcription 4
ensembl:ENSMUSG00000109599	SO:0000704	Gm31812 (Mmus)	
ensembl:ENSMUSG00000026104	SO:0000704	Stat1 (Mmus)	signal transducer and activator of transcription 1|2010005J02Rik|AA408197
ensembl:ENSMUSG00000026103	SO:0000704	Gls (Mmus)	AI314027|B230365M23Rik|glutaminase kidney isoform, mitochondrial|6330442B14
ensembl:ENSMUSG00000002881	SO:0000704	Nab1 (Mmus)	EGR-1-binding protein 1|NGFI-A-binding protein 1
ensembl:ENSMUSG00000100120	SO:0000704	Gm553 (Mmus)	
ensembl:ENSMUSG00000099878	SO:0000704	Gm28178 (Mmus)	
ensembl:ENSMUSG00000043015	SO:0000704	Nemp2 (Mmus)	Tmem194b|5330401P04Rik|transmembrane protein 194B|9830163O08|nuclear envelope integral membrane protein 2
ensembl:ENSMUSG00000041439	SO:0000704	Mfsd6 (Mmus)	macrophage MHC receptor 2|9630025I22Rik|AI836200|AW212394|MMR2|macrophage MHC class I receptor 2|major facilitator superfamily domain-containing protein 6|2210010L05Rik
ensembl:ENSMUSG00000026102	SO:0000704	Inpp1 (Mmus)	IPP|AV137389|inositol polyphosphate 1-phosphatase|IPPase|2300002C06Rik
ensembl:ENSMUSG00000041426	SO:0000704	Hibch (Mmus)	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial|HIBYL-COA-H|2610509I15Rik|HIB-CoA hydrolase
ensembl:ENSMUSG00000043629	SO:0000704	1700019D03Rik (Mmus)	2410136C24Rik|small membrane AKAP|AA410151|small membrane A-kinase anchor protein|smAKAP|UPF0733 protein C2orf88 homolog
ensembl:ENSMUSG00000026100	SO:0000704	Mstn (Mmus)	Gdf8|growth/differentiation factor 8|Cmpt
ensembl:ENSMUSG00000060715	SO:0000704	1700019A02Rik (Mmus)	uncharacterized protein LOC69397
ensembl:ENSMUSG00000026098	SO:0000704	Pms1 (Mmus)	PMS1 protein homolog 1|postmeiotic segregation increased 1
ensembl:ENSMUSG00000100763	SO:0000704	Gm28777 (Mmus)	
ensembl:ENSMUSG00000026097	SO:0000704	Ormdl1 (Mmus)	ORM1-like protein 1|C730042F17Rik
ensembl:ENSMUSG00000100679	SO:0000704	Gm28778 (Mmus)	
ensembl:ENSMUSG00000026096	SO:0000704	Osgepl1 (Mmus)	probable tRNA threonylcarbamoyladenosine biosynthesis protein Osgepl1|N6-L-threonylcarbamoyladenine synthase|2610001M19Rik|t(6)A synthase|O-sialoglycoprotein endopeptidase-like protein 1|probable O-sialoglycoprotein endopeptidase 2|probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial|AA416452|t(6)A37 threonylcarbamoyladenosine biosynthesis protein Osgepl1|tRNA threonylcarbamoyladenosine biosynthesis protein Osgepl1
ensembl:ENSMUSG00000099913	SO:0000704	Gm28551 (Mmus)	
ensembl:ENSMUSG00000026095	SO:0000704	Asnsd1 (Mmus)	asparagine synthetase domain-containing protein 1|2210409M21Rik
ensembl:ENSMUSG00000096141	SO:0000704	Dnah7a (Mmus)	dynein, axonemal, heavy chain 7|dynein, axonemal, heavy chain 7A|Dnahc7|Gm992|Dnahc7a
ensembl:ENSMUSG00000026094	SO:0000704	Stk17b (Mmus)	DAP kinase-related apoptosis-inducing protein kinase 2|serine/threonine-protein kinase 17B|AI120141|Drak2|3110009A03Rik
ensembl:ENSMUSG00000042807	SO:0000704	Hecw2 (Mmus)	mKIAA1301|NEDD4-related E3 ubiquitin ligase NEDL2|Gm971|A730039N16Rik|E3 ubiquitin-protein ligase HECW2|HECT, C2 and WW domain-containing protein 2|Nedl2|NEDD4-like E3 ubiquitin-protein ligase 2|HECT-type E3 ubiquitin transferase HECW2|D030049F17Rik
ensembl:ENSMUSG00000025983	SO:0000704	Ccdc150 (Mmus)	4930511H11Rik|coiled-coil domain-containing protein 150
ensembl:ENSMUSG00000041303	SO:0000704	Gtf3c3 (Mmus)	TFIIIC 102 kDa subunit|general transcription factor 3C polypeptide 3|TF3C-gamma|TFIIIC102|transcription factor IIIC-gamma subunit
ensembl:ENSMUSG00000109809	SO:0000704	Gm34066 (Mmus)	chromosome 1 C2orf66 homolog|uncharacterized protein C2orf66 homolog|C1H2orf66
ensembl:ENSMUSG00000073678	SO:0000704	Pgap1 (Mmus)	post-GPI attachment to proteins factor 1|GPI inositol-deacylase|D230012E17Rik|oto|5033403E17Rik|A530084K22|9030223K07Rik
ensembl:ENSMUSG00000052331	SO:0000704	Ankrd44 (Mmus)	A130096K20|4930444A19Rik|ankyrin repeat domain-containing protein 44|serine/threonine-protein phosphatase 6 regulatory subunit ARS-B|serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B|PP6-ARS-B|E130014H08Rik
ensembl:ENSMUSG00000101674	SO:0000704	4930444A19Rik (Mmus)	
ensembl:ENSMUSG00000025982	SO:0000704	Sf3b1 (Mmus)	SF3b155|splicing factor 3B subunit 1|Prp10|AA409119|transforming growth factor alpha regulated gene 4|SAP155|splicing factor 3b, subunit 1, 155 kDa|2810001M05Rik|155kDa|Targ4|pre-mRNA-splicing factor SF3b 155 kDa subunit|TA-8|SAP 155|spliceosome-associated protein 155
ensembl:ENSMUSG00000025981	SO:0000704	Coq10b (Mmus)	coenzyme Q10 homolog B|AV002237|1700030I21Rik|9530077A17Rik|AW742641|1500041J02Rik|coenzyme Q-binding protein COQ10 homolog B, mitochondrial
ensembl:ENSMUSG00000025980	SO:0000704	Hspd1 (Mmus)	heat shock protein, 60 kDa|60 kDa heat shock protein, mitochondrial|60kDa|HSP-60|HSP-65|mitochondrial matrix protein P1|CPN60|heat shock 60kDa protein 1 (chaperonin)|chaperonin 60|Hsp60|heat shock protein 60|60 kDa chaperonin
