ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Cluster_ID	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Exemplar_of	Comment	Aliases	Rank
PCL:0019566	RNAseq 66 - CS201912132_66	Exc RORB PPA2	PCL:0010001	owl:NamedIndividual	PCL:0019631		CS201912132_66		Exc RORB PPA2	Exc RORB PPA2	RNAseq 66			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Exc RORB PPA2"", ""cell_set_label"": ""RNAseq 66"", ""cell_set_accession"": ""CS201912132_66"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Exc RORB PPA2"", ""cell_set_color"": ""#9AD5CB""}"	http://purl.obolibrary.org/obo/PCL_0019066	In Marmoset primary motor cortex (CCN201912132), Exc RORB PPA2 is a member of the L5 IT subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is EYA4 and HS3ST4 and LOC108588895 (F-beta = 0.664), based on the NS Forest method of marker gene selection. Exc RORB PPA2 cells represent 6.93% of all L5 IT cells collected in the marmoset M1 10Xv3 dataset. Exc RORB PPA2 cells have an average of 4042 genes detected, which is 287 less than the average for all L5 IT cells (4329).	Exc RORB PPA2	Cell Type
PCL:0019567	RNAseq 67 - CS201912132_67	Exc RORB CHGA	PCL:0010001	owl:NamedIndividual	PCL:0019701		CS201912132_67		Exc RORB CHGA	Exc RORB CHGA	RNAseq 67			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Exc RORB CHGA"", ""cell_set_label"": ""RNAseq 67"", ""cell_set_accession"": ""CS201912132_67"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Exc RORB CHGA"", ""cell_set_color"": ""#7BAAAC""}"	http://purl.obolibrary.org/obo/PCL_0019067	In Marmoset primary motor cortex (CCN201912132), Exc RORB CHGA is a member of the L5 IT subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is HS3ST4 and RCSD1 and RORB and TOX (F-beta = 0.505), based on the NS Forest method of marker gene selection. Exc RORB CHGA cells represent 12.42% of all L5 IT cells collected in the marmoset M1 10Xv3 dataset. Exc RORB CHGA cells have an average of 4291 genes detected, which is 38 less than the average for all L5 IT cells (4329).	Exc RORB CHGA	Cell Type
PCL:0019568	RNAseq 68 - CS201912132_68	Exc RORB HACL1	PCL:0010001	owl:NamedIndividual	PCL:0019701		CS201912132_68		Exc RORB HACL1	Exc RORB HACL1	RNAseq 68			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Exc RORB HACL1"", ""cell_set_label"": ""RNAseq 68"", ""cell_set_accession"": ""CS201912132_68"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Exc RORB HACL1"", ""cell_set_color"": ""#48CBB9""}"	http://purl.obolibrary.org/obo/PCL_0019068	In Marmoset primary motor cortex (CCN201912132), Exc RORB HACL1 is a member of the L5 IT subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is AMOTL1 and CMTM8 and FAM19A1 and NRG1 (F-beta = 0.683), based on the NS Forest method of marker gene selection. Exc RORB HACL1 cells represent 10.45% of all L5 IT cells collected in the marmoset M1 10Xv3 dataset. Exc RORB HACL1 cells have an average of 5081 genes detected, which is 752 more than the average for all L5 IT cells (4329).	Exc RORB HACL1	Cell Type
PCL:0019569	RNAseq 77 - CS201912132_69	Oligo SLC1A3 LOC103793418	PCL:0010001	owl:NamedIndividual	PCL:0019605|PCL:0019638|PCL:0019689		CS201912132_69		Oligo SLC1A3 LOC103793418	Oligo SLC1A3 LOC103793418	RNAseq 77			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Oligo SLC1A3 LOC103793418"", ""cell_set_label"": ""RNAseq 77"", ""cell_set_accession"": ""CS201912132_69"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Oligo SLC1A3 LOC103793418"", ""cell_set_color"": ""#387567""}"	http://purl.obolibrary.org/obo/PCL_0019069	In Marmoset primary motor cortex (CCN201912132), Oligo SLC1A3 LOC103793418 is a member of the Oligo subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is CEMIP and LAMA2 (F-beta = 0.181), based on the NS Forest method of marker gene selection. Oligo SLC1A3 LOC103793418 cells represent 1.75% of all Oligo cells collected in the marmoset M1 10Xv3 dataset. Oligo SLC1A3 LOC103793418 cells have an average of 2776 genes detected, which is 868 more than the average for all Oligo cells (1908).	Oligo SLC1A3 LOC103793418	Cell Type
PCL:0019570	RNAseq 69 - CS201912132_70	Exc THEMIS ARL13B	PCL:0010001	owl:NamedIndividual	PCL:0019632		CS201912132_70		Exc THEMIS ARL13B	Exc THEMIS ARL13B	RNAseq 69			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Exc THEMIS ARL13B"", ""cell_set_label"": ""RNAseq 69"", ""cell_set_accession"": ""CS201912132_70"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Exc THEMIS ARL13B"", ""cell_set_color"": ""#0D5D7E""}"	http://purl.obolibrary.org/obo/PCL_0019070	In Marmoset primary motor cortex (CCN201912132), Exc THEMIS ARL13B is a member of the L5 ET subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is EPB41L4A and SV2C and THEMIS (F-beta = 0.571), based on the NS Forest method of marker gene selection. Exc THEMIS ARL13B cells represent 42.08% of all L5 ET cells collected in the marmoset M1 10Xv3 dataset. Exc THEMIS ARL13B cells have an average of 6716 genes detected, which is 341 more than the average for all L5 ET cells (6375).	Exc THEMIS ARL13B	Cell Type
PCL:0019571	RNAseq 70 - CS201912132_71	Exc FEZF2 PIEZO2	PCL:0010001	owl:NamedIndividual	PCL:0019632		CS201912132_71		Exc FEZF2 PIEZO2	Exc FEZF2 PIEZO2	RNAseq 70			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Exc FEZF2 PIEZO2"", ""cell_set_label"": ""RNAseq 70"", ""cell_set_accession"": ""CS201912132_71"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Exc FEZF2 PIEZO2"", ""cell_set_color"": ""#0A75B1""}"	http://purl.obolibrary.org/obo/PCL_0019071	In Marmoset primary motor cortex (CCN201912132), Exc FEZF2 PIEZO2 is a member of the L5 ET subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is FBN2 and LOC103793569 (F-beta = 0.689), based on the NS Forest method of marker gene selection. Exc FEZF2 PIEZO2 cells represent 35.47% of all L5 ET cells collected in the marmoset M1 10Xv3 dataset. Exc FEZF2 PIEZO2 cells have an average of 6425 genes detected, which is 50 more than the average for all L5 ET cells (6375).	Exc FEZF2 PIEZO2	Cell Type
PCL:0019572	RNAseq 71 - CS201912132_72	Exc FEZF2 PDZRN4	PCL:0010001	owl:NamedIndividual	PCL:0019603	L5 ET_2	CS201912132_72		Exc FEZF2 PDZRN4	Exc FEZF2 PDZRN4	RNAseq 71	L5 ET_2		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Exc FEZF2 PDZRN4"", ""cell_set_label"": ""RNAseq 71"", ""cell_set_accession"": ""CS201912132_72"", ""cell_set_aligned_alias"": ""L5 ET_2"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Exc FEZF2 PDZRN4"", ""cell_set_color"": ""#0B77A5""}"	http://purl.obolibrary.org/obo/PCL_0019072	In Marmoset primary motor cortex (CCN201912132), Exc FEZF2 PDZRN4 is a member of the L5 ET subclass. Exc FEZF2 PDZRN4 includes the additional alias L5 ET_2. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is ERG and PDZRN4 (F-beta = 0.529), based on the NS Forest method of marker gene selection. Exc FEZF2 PDZRN4 cells represent 22.44% of all L5 ET cells collected in the marmoset M1 10Xv3 dataset. Exc FEZF2 PDZRN4 cells have an average of 5656 genes detected, which is 719 less than the average for all L5 ET cells (6375).	Exc FEZF2 PDZRN4	Cell Type
PCL:0019573	RNAseq 72 - CS201912132_73	Exc FEZF2 RGS4	PCL:0010001	owl:NamedIndividual	PCL:0019604|PCL:0019688	L6 CT_1	CS201912132_73		Exc FEZF2 RGS4	Exc FEZF2 RGS4	RNAseq 72	L6 CT_1		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Exc FEZF2 RGS4"", ""cell_set_label"": ""RNAseq 72"", ""cell_set_accession"": ""CS201912132_73"", ""cell_set_aligned_alias"": ""L6 CT_1"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Exc FEZF2 RGS4"", ""cell_set_color"": ""#5C7F98""}"	http://purl.obolibrary.org/obo/PCL_0019073	In Marmoset primary motor cortex (CCN201912132), Exc FEZF2 RGS4 is a member of the L6 CT subclass. Exc FEZF2 RGS4 includes the additional alias L6 CT_1. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is BMP5 and HS3ST4 (F-beta = 0.555), based on the NS Forest method of marker gene selection. Exc FEZF2 RGS4 cells represent 59.68% of all L6 CT cells collected in the marmoset M1 10Xv3 dataset. Exc FEZF2 RGS4 cells have an average of 4670 genes detected, which is 160 more than the average for all L6 CT cells (4510).	Exc FEZF2 RGS4	Cell Type
PCL:0019574	RNAseq 73 - CS201912132_74	Exc FEZF2 NRP1	PCL:0010001	owl:NamedIndividual	PCL:0019604|PCL:0019687	L6 CT_2	CS201912132_74		Exc FEZF2 NRP1	Exc FEZF2 NRP1	RNAseq 73	L6 CT_2		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Exc FEZF2 NRP1"", ""cell_set_label"": ""RNAseq 73"", ""cell_set_accession"": ""CS201912132_74"", ""cell_set_aligned_alias"": ""L6 CT_2"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Exc FEZF2 NRP1"", ""cell_set_color"": ""#3EC5FD""}"	http://purl.obolibrary.org/obo/PCL_0019074	In Marmoset primary motor cortex (CCN201912132), Exc FEZF2 NRP1 is a member of the L6 CT subclass. Exc FEZF2 NRP1 includes the additional alias L6 CT_2. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is HS3ST4 and NRP1 (F-beta = 0.589), based on the NS Forest method of marker gene selection. Exc FEZF2 NRP1 cells represent 40.32% of all L6 CT cells collected in the marmoset M1 10Xv3 dataset. Exc FEZF2 NRP1 cells have an average of 4273 genes detected, which is 237 less than the average for all L6 CT cells (4510).	Exc FEZF2 NRP1	Cell Type
PCL:0019575	RNAseq 74 - CS201912132_75	Exc FEZF2 ARSJ	PCL:0010001	owl:NamedIndividual	PCL:0019687|PCL:0019702	L6b|L6b	CS201912132_75		Exc FEZF2 ARSJ	Exc FEZF2 ARSJ	RNAseq 74	L6b	L6b	Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Exc FEZF2 ARSJ"", ""cell_set_label"": ""RNAseq 74"", ""cell_set_accession"": ""CS201912132_75"", ""cell_set_aligned_alias"": ""L6b"", ""cell_set_additional_aliases"": ""L6b"", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type,Subclass"", ""original_label"": ""Exc FEZF2 ARSJ"", ""cell_set_color"": ""#53377D""}"	http://purl.obolibrary.org/obo/PCL_0019075	L6b is: Layer 6b neurons. In Marmoset primary motor cortex (CCN201912132), L6b has 1 child type: Exc FEZF2 ARSJ. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is ARSJ and THSD4 (F-beta = 0.809), based on the NS Forest method of marker gene selection. L6b cells represent 2.2% of all Glutamatergic cells collected in the marmoset M1 10Xv3 dataset. L6b cells have an average of 4636 genes detected, which is 231 more than the average for all Glutamatergic cells (4405).	L6b	Cell Type|Subclass
PCL:0019576	RNAseq 75 - CS201912132_76	Exc THEMIS NTNG2	PCL:0010001	owl:NamedIndividual	PCL:0019612|PCL:0019613|PCL:0019686	L6 IT Car3|L6 IT_3	CS201912132_76		Exc THEMIS NTNG2	Exc THEMIS NTNG2	RNAseq 75	L6 IT Car3	L6 IT_3	Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Exc THEMIS NTNG2"", ""cell_set_label"": ""RNAseq 75"", ""cell_set_accession"": ""CS201912132_76"", ""cell_set_aligned_alias"": ""L6 IT Car3"", ""cell_set_additional_aliases"": ""L6 IT_3"", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type,Subclass"", ""original_label"": ""Exc THEMIS NTNG2"", ""cell_set_color"": ""#5100FF""}"	http://purl.obolibrary.org/obo/PCL_0019076	L6 IT Car3 is: Layer 6 intratelencephalic-projecting, Car3-expressing. In Marmoset primary motor cortex (CCN201912132), L6 IT Car3 has 1 child type: Exc THEMIS NTNG2. L6 IT Car3 includes the Patch-seq and connectivity types L6 IT_3. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is NTNG2 and PTPRU (F-beta = 0.814), based on the NS Forest method of marker gene selection. L6 IT Car3 cells represent 1.95% of all Glutamatergic cells collected in the marmoset M1 10Xv3 dataset. L6 IT Car3 cells have an average of 4363 genes detected, which is 42 less than the average for all Glutamatergic cells (4405).	L6 IT Car3	Cell Type|Subclass
PCL:0019577	RNAseq 76 - CS201912132_77	Exc FEZF2 CRYM	PCL:0010001	owl:NamedIndividual	PCL:0019613	L5/6 NP|L5/6 NP	CS201912132_77		Exc FEZF2 CRYM	Exc FEZF2 CRYM	RNAseq 76	L5/6 NP	L5/6 NP	Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Exc FEZF2 CRYM"", ""cell_set_label"": ""RNAseq 76"", ""cell_set_accession"": ""CS201912132_77"", ""cell_set_aligned_alias"": ""L5/6 NP"", ""cell_set_additional_aliases"": ""L5/6 NP"", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type,Subclass"", ""original_label"": ""Exc FEZF2 CRYM"", ""cell_set_color"": ""#3E9E64""}"	http://purl.obolibrary.org/obo/PCL_0019077			Cell Type|Subclass
PCL:0019578	RNAseq 78 - CS201912132_78	OPC PDGFRA VCAN	PCL:0010001	owl:NamedIndividual	PCL:0019614|PCL:0019638	OPC|OPC	CS201912132_78		OPC PDGFRA VCAN	OPC PDGFRA VCAN	RNAseq 78	OPC	OPC	Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""OPC PDGFRA VCAN"", ""cell_set_label"": ""RNAseq 78"", ""cell_set_accession"": ""CS201912132_78"", ""cell_set_aligned_alias"": ""OPC"", ""cell_set_additional_aliases"": ""OPC"", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type,Subclass"", ""original_label"": ""OPC PDGFRA VCAN"", ""cell_set_color"": ""#446E5C""}"	http://purl.obolibrary.org/obo/PCL_0019078	OPC is: Oligodendrocyte progenitor cells. In Marmoset primary motor cortex (CCN201912132), OPC has 1 child type: OPC PDGFRA VCAN. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is PDGFRA and VCAN (F-beta = 0.93), based on the NS Forest method of marker gene selection. OPC cells represent 12.92% of all Non-Neuronal cells collected in the marmoset M1 10Xv3 dataset. OPC cells have an average of 2401 genes detected, which is 85 more than the average for all Non-Neuronal cells (2316).	OPC	Cell Type|Subclass
